,fid,objectId,cam,objectClass,type,centerPoint_x,centerPoint_y,centerPoint_z,size_x,size_y,size_z,points,roll,pitch,yaw
18,0,32,lidar,Shopping Cart,,0.44051,-12.18737,0.7746,1.039726949203494,0.9935439083402401,1.161418054362856,"[[1.012115128004613, -12.64275730716219, 0.2087922001930534], [0.9926587189630346, -12.628881675857, 1.369964371752074], [0.0276828496319207, -12.77610053218336, 0.1938799120083778], [0.008216452821087615, -12.76222537386425, 1.355051939520591], [0.8727965608287371, -11.61251167613536, 0.194143214214403], [0.8533301640179042, -11.59863651781625, 1.355315241726616], [-0.1116457053132097, -11.74585537414261, 0.1792307819829204], [-0.1311021143547879, -11.73197974283743, 1.34040295354194]]",0.01500745983259629,-0.01408348165360279,-1.436374684067764
19,0,9,lidar,Car,Car,-8.66331,7.96208,0.65951,1.46386,1.748320000142996,3.947540000215323,"[[-7.708809237262654, 6.048347745185999, 1.448304272208516], [-7.894252253369418, 9.99052319103958, 1.359221753236832], [-9.454990126799649, 5.965634888774036, 1.423130728557017], [-9.64043314290641, 9.907810334627618, 1.334048209585332], [-7.686189153414522, 6.016348097046129, -0.01503111447685622], [-7.871632169521285, 9.95852354289971, -0.1041136334485403], [-9.432370042951515, 5.933635240634167, -0.04020465812835577], [-9.617813059058278, 9.875810686487748, -0.1292871771000399]]",2.573635953224285,-1.544150081378622,2.186091820665663
20,0,31,lidar,Pedestrian,,0.33757,-11.51239,1.17936,0.8088266148563602,0.9645290778924196,2.026,"[[0.8852152708211993, -11.87050631823089, 0.1822905692722592], [0.8539088003415648, -11.82621841697573, 2.207564498080044], [-0.07052196842635504, -11.9998894828643, 0.1703461846123202], [-0.1018284389059897, -11.95560158160915, 2.195620113420106], [0.7769779948575268, -11.06918447640306, 0.1630944550398938], [0.7456715243778923, -11.0248965751479, 2.18836838384768], [-0.1787592443900278, -11.19856764103648, 0.1511500703799548], [-0.2100657148696624, -11.15427973978132, 2.17642399918774]]",0.0123874576385411,-0.02373553556848251,-1.436534299080447
21,0,10,lidar,Car,Car,-2.70114,14.08187,0.57545,4.259020000046962,2.0,1.5191,"[[-1.590595758114628, 11.98594825147619, -0.1213720614583591], [-1.614069430032502, 12.01915543350813, 1.39718352849816], [-3.588149609067461, 11.8913510356596, -0.1501814228406902], [-3.611623280985335, 11.92455821769154, 1.368374167115828], [-1.790648164012768, 16.23918173916148, -0.2174725033239907], [-1.814121835930643, 16.27238892119342, 1.301083086632528], [-3.788202014965601, 16.14458452334489, -0.2462818647063218], [-3.811675686883476, 16.17779170537683, 1.272273725250197]]",0.01440883723373281,-0.02256585286989871,-1.523797945865762
22,0,18,lidar,Car,Car,10.3716,2.2632,0.9198,4.612603955370544,2.084710590417769,1.654701114280159,"[[8.110074660298894, 1.126922468683754, 0.09251863624951519], [8.085159912254452, 1.177295723266366, 1.746265161008566], [8.048003008329259, 3.209713782531027, 0.02813706369871599], [8.023098248054072, 3.260087510099718, 1.681883732504574], [12.72010096216331, 1.266311096986811, 0.1577207605868459], [12.69519620188813, 1.316684824555502, 1.811467429392704], [12.65803929796293, 3.349102883820163, 0.09333933208285368], [12.63312454991849, 3.399476138402775, 1.747085856841905]]",0.03088960509858367,0.01413669043930064,-3.111366587843822
23,0,20,lidar,Car,Car,10.13789,-5.10781,1.09675,3.91308353277821,1.790724163934802,1.74556,"[[11.03610872916474, -7.087440620556832, 0.280834357468608], [11.00913571701744, -7.049283074201965, 2.025768789437866], [9.24562419057147, -7.078430613868212, 0.2529602092680837], [9.218651178424167, -7.040273067513349, 1.997894641237342], [11.05713522866417, -3.175341743725625, 0.1956111287406037], [11.03016221651687, -3.137184197370761, 1.940545560709862], [9.266650690070902, -3.166331737037008, 0.1677369805400794], [9.239677677923602, -3.128174190682143, 1.912671412509338]]",0.0155701798529203,-0.02178080089252073,-1.576169294423577
24,0,17,lidar,Car,Car,15.65344,8.22969,0.78753,3.930266071209431,1.833803485791214,1.8,"[[14.56018562682278, 10.07369299682547, -0.1700204275165715], [14.53237138848944, 10.11304058925355, 1.629334494425192], [16.38472795169739, 10.25616008271037, -0.1458069641163826], [16.35691371336405, 10.29550767513845, 1.653547957825381], [14.9499630050755, 6.163873509142224, -0.07849688062974307], [14.92214876674216, 6.203221101570302, 1.72085804131202], [16.77450532995011, 6.346340595027124, -0.05428341722955437], [16.74669109161677, 6.385688187455202, 1.745071504712209]]",-0.01320796511317671,0.0232889490361695,1.670162148590762
25,0,21,lidar,Car,Car,13.44124,-4.454,1.07467,4.127200000048459,1.908140000000002,1.58792,"[[14.50333967857105, -6.487026052615789, 0.3412979819318024], [14.47880257560756, -6.45231448096668, 1.928648908403894], [12.59753347599248, -6.577278418309924, 0.3138118345177617], [12.57299637302899, -6.542566846660816, 1.901162760989854], [14.30947843283886, -2.365433497127275, 0.2481719149858066], [14.28494132987538, -2.330721925478167, 1.835522841457899], [12.40367223026029, -2.45568586282141, 0.2206857675717659], [12.37913512729681, -2.420974291172302, 1.808036694043858]]",0.01440883690272365,-0.02256585368332246,-1.523797870853214
26,0,16,lidar,Car,Car,12.79236,7.97221,0.76087,4.34497485879953,1.907720432872701,1.66388,"[[11.56928885354624, 9.978380340959493, -0.1341404534955166], [11.54357798972508, 10.01475238100907, 1.529143250682518], [13.45961481413464, 10.23432357415873, -0.1105168613667431], [13.43390395031348, 10.2706956142083, 1.552766842811291], [12.15081853904396, 5.673732192096123, -0.03101886035375685], [12.12510767522281, 5.710104232145696, 1.632264843824278], [14.04114449963236, 5.929675425295364, -0.007395268224983413], [14.01543363581121, 5.966047465344936, 1.655888435953051]]",-0.01238699078618469,0.02373574628971684,1.705078549741404
27,0,22,lidar,Car,Car,10.53694,-12.81171,1.19448,4.757620000000001,2.000000000000001,1.70017,"[[9.439570986774106, -10.5020082841972, 0.2766242572623457], [9.413299357003446, -10.46484295296473, 1.976184955949972], [11.43712483772694, -10.40741106838061, 0.3054336186446769], [11.41085320795628, -10.37024573714814, 2.004994317332304], [9.663021050715479, -15.25316540631857, 0.3839747777080886], [9.636749420944817, -15.21600007508611, 2.083535476395715], [11.66057490166831, -15.15856819050198, 0.4127841390904197], [11.63430327189765, -15.12140285926951, 2.112344837778046]]",-0.01440884759721128,0.02256582740199189,1.617792359134521
28,0,23,lidar,Car,Car,13.20815,-11.95216,1.21698,4.757618292854108,1.999991713607831,1.70017,"[[11.95104712870307, -9.72564481182348, 0.2984691762462434], [11.92477549893241, -9.688479480591011, 1.99802987493387], [13.93717461360056, -9.491957927317772, 0.3240603513815643], [13.9109029838299, -9.454792596085301, 2.023621050069192], [12.50540695822087, -14.44953116208947, 0.4103385182825774], [12.47913532845021, -14.412365830857, 2.109899216970204], [14.49153444311835, -14.21584427758377, 0.4359296934178983], [14.46526281334769, -14.1786789463513, 2.135490392105525]]",-0.01279954690953425,0.02351588872465293,1.687615467443379
29,0,15,lidar,Car,Car,7.66931,8.19251,0.9168,4.996038976729467,2.000001689249289,2.00358,"[[6.400650918107708, 10.5340740377985, -0.1561633106927661], [6.369690889418869, 10.5778718429302, 1.846698652920611], [8.386788390774447, 10.76776139529029, -0.1305719915106383], [8.35582836208561, 10.81155920042199, 1.872289972102739], [6.982790985455507, 5.573457351580465, -0.03868781791465528], [6.951830956766669, 5.617255156712157, 1.964174145698722], [8.96892845812225, 5.807144709072253, -0.01309649873252746], [8.937968429433408, 5.850942514203947, 1.98976546488085]]",-0.01279955304494557,0.02351588779779024,1.687615227707241
30,0,1,lidar,Car,Car,-7.70142,-5.50437,0.82374,4.285941927954694,1.823911914183357,1.455122689878761,"[[-6.613226111764711, -7.581630313832429, 0.149826501162559], [-6.621264773954025, -7.548138305923636, 1.604541493151177], [-8.43099890832774, -7.731007210521147, 0.1432206090145241], [-8.43903741599351, -7.697515421210093, 1.597925604586909], [-6.963794772016981, -3.311226690539743, 0.04956340168106436], [-6.971833279682749, -3.277734901228687, 1.504268397253449], [-8.781567414056463, -3.460603805826198, 0.04294751311679644], [-8.789606076245779, -3.427111797917407, 1.497662505105414]]",0.003627465652083416,-0.02339327249980058,-1.488888343921253
31,0,24,lidar,Car,Car,12.82199,-25.4514,1.27974,4.757618990398452,2.000001689249285,1.78744,"[[14.10605752430302, -27.71603599899882, 0.4550711614202502], [14.07843736754383, -27.67696296532679, 2.241870584573354], [12.11992005163628, -27.9497233564906, 0.4294798422381224], [12.09229989487709, -27.91065032281858, 2.216279265391226], [13.55168770701596, -22.9921501217189, 0.3432016753371093], [13.52406755025677, -22.95307708804688, 2.130001098490213], [11.56555023434923, -23.22583747921069, 0.3176103561549816], [11.53793007759004, -23.18676444553866, 2.104409779308085]]",0.01279953542720659,-0.02351591749738664,-1.453976312098657
32,0,25,lidar,Car,Car,8.18453,-26.06655,1.52208,5.000005725326727,1.999999600524959,1.8000000000000007,"[[9.523906218891497, -28.42887923340366, 0.6941243972877795], [9.496091980558159, -28.38953164097558, 2.493479319229543], [7.542139369072581, -28.69717973304605, 0.6693575454397284], [7.514325130739245, -28.65783214061796, 2.468712467381492], [8.854728635465353, -23.47527684383079, 0.5754568736854964], [8.826914397132015, -23.43592925140271, 2.37481179562726], [6.872961785646439, -23.74357734347317, 0.5506900218374452], [6.8451475473131, -23.70422975104509, 2.350044943779209]]",0.01238722171209181,-0.02373567391335786,-1.43652206447234
33,0,27,lidar,Car,Car,-14.07345,-12.75433,1.17807,4.095123536793488,1.748026106097962,1.66534,"[[-15.06451788408178, -10.78631409422825, 0.286746874496252], [-15.09025130834069, -10.74991013890927, 1.951490055444306], [-13.32032801142211, -10.67318891128379, 0.3112345998958357], [-13.34606143568102, -10.6367849559648, 1.975977780843889], [-14.80083982830764, -14.8718720577198, 0.3801641718985526], [-14.82657325256655, -14.83546810240082, 2.044907352846606], [-13.05664995564798, -14.75874687477534, 0.4046518972981363], [-13.08238337990689, -14.72234291945635, 2.06939507824619]]",-0.0140128752442518,0.02281382216381191,1.635245112542229
34,0,13,lidar,Car,Car,9.58101,27.0798,0.4735,4.265139999999996,1.999999999999999,1.56396,"[[8.494157437924086, 29.14507966671537, -0.3707229676903389], [8.469990573377524, 29.17926747818971, 1.192676545487461], [10.49171128887692, 29.23967688253196, -0.3419136063080076], [10.46754442433036, 29.27386469400631, 1.221485906869793], [8.694477304941397, 24.88573354662913, -0.2744847227750334], [8.67031044039484, 24.91992135810347, 1.288914790402767], [10.69203115589423, 24.98033076244572, -0.2456753613927022], [10.66786429134767, 25.01451857392006, 1.317724151785098]]",-0.01440884759720998,0.02256582740199158,1.617792359134521
35,0,28,lidar,Car,Car,-9.79392,-13.19631,1.13692,3.933786804352774,1.914706656514256,1.62824,"[[-10.76226388217119, -11.25972065051733, 0.2651876628490037], [-10.78742402407334, -11.22412769279783, 1.892844139572591], [-8.847925494679867, -11.23595208868634, 0.2942595417979124], [-8.873085636582019, -11.20035913096685, 1.9219160185215], [-10.71475124788802, -15.19226424436944, 0.3519174393746545], [-10.73991138979018, -15.15667128664994, 1.979573916098242], [-8.800412860396705, -15.16849568253845, 0.3809893183235631], [-8.825573002298857, -15.13290272481896, 2.00864579504715]]",-0.01518773199425003,0.02204918927146184,1.58287726613465
36,0,12,lidar,Car,Car,-6.11186,27.40111,0.30595,3.33183,1.5457400000000008,1.728,"[[-6.948673032695753, 29.00931598572081, -0.6064677827305424], [-6.975374701495757, 29.04708967445177, 1.120912942333551], [-5.404823587909836, 29.08242733590898, -0.58420189159898], [-5.43152525670984, 29.12020102463994, 1.143178833465113], [-6.792187725642691, 25.68201203244214, -0.5312886628057188], [-6.818889394442695, 25.7197857211731, 1.196092062258374], [-5.248338280856775, 25.75512338263031, -0.5090227716741564], [-5.275039949656779, 25.79289707136127, 1.218357953389937]]",-0.01440884759721233,0.02256582740199332,1.617792359134522
37,0,29,lidar,Car,Car,-16.98512,-13.50824,1.18562,4.23228,1.986439999999996,1.71423,"[[-18.0632704009167, -11.46069304510035, 0.266753693236531], [-18.08975929079345, -11.42322036545147, 1.98036935314777], [-16.07925996507332, -11.366737198407, 0.29536772714869], [-16.10574885495008, -11.32926451875812, 2.008983387059929], [-17.86449386209733, -15.68722380308687, 0.362250487993596], [-17.89098275197408, -15.64975112343799, 2.075866147904835], [-15.88048342625396, -15.59326795639352, 0.3908645219057551], [-15.90697231613071, -15.55579527674464, 2.104480181816994]]",-0.01440884759721051,0.02256582740199341,1.617792359134521
38,0,11,lidar,Car,Car,-8.45722,27.18584,0.39044,4.807299999999997,2.000000000000001,1.8,"[[-9.554981917474791, 29.51925386942921, -0.5778782727515155], [-9.582796155808126, 29.55860146185729, 1.221476649190248], [-7.557428066521957, 29.61385108524581, -0.5490689113691843], [-7.585242304855296, 29.65319867767388, 1.250286010572579], [-9.329198544194586, 24.71848423394465, -0.4694067771426145], [-9.357012782527923, 24.75783182637273, 1.329948144799149], [-7.331644693241753, 24.81308144976125, -0.4405974157602834], [-7.359458931575092, 24.85242904218932, 1.35875750618148]]",-0.0144088475972112,0.0225658274019912,1.617792359134522
39,0,30,lidar,Pedestrian,,-0.40767,-3.63305,0.99874,0.8616979775420139,0.94578805897516,1.85688,"[[0.1329205548193141, -4.016757094163352, 0.08671041111027925], [0.1042273865546429, -3.976166117814546, 1.942924948585403], [-0.8042460750714295, -4.143629408022588, 0.07499818266179215], [-0.8329392433361006, -4.103038431673784, 1.931212720136915], [0.01760517723571274, -3.163054847250524, 0.06625945003898674], [-0.0110879910289585, -3.122463870901719, 1.92247398751411], [-0.9195614526550311, -3.289927161109761, 0.05454722159049963], [-0.9482546209197021, -3.249336184760955, 1.910761759065623]]",0.01238737915305301,-0.02373557661048029,-1.436530979087572
40,0,14,lidar,Car,Car,6.80522,33.52469,0.35141,4.37903000004568,2.417200000020683,1.64742,"[[8.127914463098719, 31.37731301288186, -0.4051907519738858], [8.102457945034772, 31.41332524105846, 1.241638851084615], [5.713671348504866, 31.2629728314302, -0.4400095205014483], [5.688214830440918, 31.29898505960679, 1.206820082557052], [7.922225574637111, 35.75039347578287, -0.5039990889548679], [7.896769056573164, 35.78640570395946, 1.142830514103633], [5.507982460043261, 35.63605329433122, -0.5388178574824303], [5.482525941979311, 35.6720655225078, 1.10801174557607]]",0.01440875328627201,-0.02256588934255233,-1.523795941654091
41,0,43,lidar,Car,Car,-5.75835,7.70731,0.64878,4.927720000000003,2.000000000000001,1.53896,"[[-6.86095952245323, 10.10370136187988, -0.190420846035985], [-6.884740078134049, 10.13734267901494, 1.347987626559291], [-4.863405671500399, 10.19829857769647, -0.1616114846536538], [-4.887186227181217, 10.23193989483153, 1.376796987941622], [-6.629520410232166, 5.182675308134534, -0.07923220410768989], [-6.653300965912984, 5.216316625269597, 1.459176268487586], [-4.631966559279332, 5.277272523951125, -0.0504228427253587], [-4.655747114960151, 5.310913841086189, 1.487985629869917]]",-0.01440884759721177,0.02256582740199219,1.617792359134521
42,0,19,lidar,Car,Car,7.76025,-5.11689,0.92736,3.912179882431277,1.867328142266378,1.47282,"[[8.660308048907275, -7.109100899913239, 0.24816442348707], [8.63754951196166, -7.076905388202171, 1.720456599117219], [6.793688945337747, -7.067134735826007, 0.2183927228118587], [6.770930408392132, -7.03493922411494, 1.690684898442008], [8.749579390807241, -3.198844573646356, 0.1640364085026977], [8.726820853861629, -3.166649061935289, 1.636328584132847], [6.882960287237712, -3.156878409559126, 0.1342647078274864], [6.860201750292098, -3.124682897848058, 1.606556883457636]]",0.01594784503820155,-0.02150582740041479,-1.593620185819726
43,1,39,lidar,Pedestrian,,-5.43869,3.55909,0.88991,0.8517904590332059,0.8096100000000003,1.800000036,"[[-5.849126447865022, 3.114278311761903, 0.001692866313382775], [-5.841072994094452, 3.155484156525313, 1.801203174658322], [-5.887150156929761, 3.922786859023338, -0.01665048818263335], [-5.879096703159192, 3.963992703786746, 1.782859820162306], [-4.998284951359122, 3.154195705331643, -0.003033190626412876], [-4.99023149758855, 3.195401550095053, 1.796477117718526], [-5.03630866042386, 3.962704252593077, -0.02137654512242899], [-5.02825520665329, 4.003910097356486, 1.77813376322251]]",0.02265923757994116,-0.005545881392683348,-3.094717677570473
